"384349","Dublin","location","53.33306","-6.24889"
"443138","Blackrock","location","53.301525","-6.177796"
"465859","Dublin","location","37.70215","-121.93579"
"462087","Dublin","location","40.09923","-83.11408"
"408795","Dublin","location","37.7022222","-121.9347222"
"460920","Dublin","location","32.54044","-82.90375"
"315109","Dublin","airport","53.4274159","-6.2435603"
